,Source,Destination,Weight
5879, Coughing, severe back pain,1.0
5880, Coughing, Inguinal mass,1.0
5881, Coughing, Muscle Weakness,1.0
5882, Coughing, Pain in lower limb,2.0
5883, Coughing, Withdrawal Symptoms,1.0
5884, Coughing, Sciatica,1.0
5885, Coughing, Scapulalgia,1.0
5886, Coughing, Digestive symptom,1.0
5887, Coughing, Earache,8.0
5888, Coughing, Prickling sensation,1.0
5889, Coughing, Halitosis,1.0
5890, Coughing, Posterior rhinorrhea,20.0
5891, Coughing, Pain in scrotum,1.0
5892, Coughing, slight fever,1.0
5893, Coughing, Rib pain,3.0
5894, Coughing, Burning tongue,1.0
5895, Coughing, ear popping,1.0
5896, Coughing, Wheezing,32.0
5897, Coughing, Facial Pain,2.0
5898, Coughing, unable to focus,1.0
5899, Coughing, sinus pressure,1.0
5900, Coughing, Aural pressure,1.0
5901, Coughing, Productive cough,1.0
5902, Coughing, Ankle pain,1.0
5903, Coughing, Thoracic back pain,2.0
5904, Coughing, Hemoptysis,3.0
5905, Coughing, Leg cramps,1.0
5906, Coughing, Burning feet,2.0
5907, Coughing, Redness of face,1.0
5908, Coughing, Neuralgia,1.0
5909, Coughing, Dry cough,19.0
5910, Coughing, headache persistent,1.0
5911, Coughing, Clumsiness,1.0
5912, Coughing, Hoarseness,6.0
5913, Coughing, impending doom,1.0
5914, Coughing, Pharyngeal swelling,1.0
5915, Coughing, Sinus pain,2.0
5916, Coughing, ear congestion,1.0
5917, Coughing, sinus drainage,2.0
5918, Coughing, Spots on skin,1.0
5919, Coughing, Memory Loss,2.0
5920, Coughing, Pain in wrist,1.0
5921, Coughing, Congestion of nasal sinus,3.0
5922, Coughing, recurrent muscle twitches,2.0
5923, Coughing, Forgetful,1.0
5924, Coughing, Throat symptom,2.0
5925, Coughing, persistent dry cough,1.0
5926, Coughing, exercise induced,1.0
5927, Coughing, Pharyngeal dryness,4.0
5928, Coughing, Muscle Spasticity,1.0
5929, Coughing, General symptom,1.0
5930, Coughing, Cardiac pain,1.0
5931, Coughing, Chronic cough,7.0
5932, Coughing, Taste| Metallic,1.0
5933, Coughing, Myotonus,3.0
5934, Coughing, Pain of lymph node,1.0
5935, Coughing, Thirsty,2.0
5936, Coughing, Urinary symptoms,1.0
5937, Coughing, ENT symptoms,1.0
5938, Coughing, Skin symptom,1.0
5939, Coughing, cold hands & feet,1.0
5940, Coughing, Thick skin,1.0
5941, Coughing, Clubbing,2.0
5942, Coughing, Glossalgia,2.0
5943, Coughing, signs and symptoms of ill-defined conditions,3.0
5944, Coughing, Neck swelling,1.0
5945, blotch, Severe diarrhea,1.0
5946, blotch, Upset stomach,1.0
5947, blotch, Stomach cramps,1.0
5948, blotch, Rhinorrhea,1.0
5949, blotch, Heartburn,1.0
5950, blotch, Hot flushes,1.0
5951, blotch, Nervousness,1.0
5952, blotch, Syncope,1.0
5953, blotch, Stabbing pain,1.0
5954, blotch, Seizures,1.0
5955, blotch, Night sweats,1.0
5956, blotch, Aural pressure,1.0
5957, blotch, laziness,1.0
5958, blotch, blemishes,1.0
5959, blotch, Pain in finger,1.0
5960, Severe diarrhea, Upset stomach,2.0
5961, Severe diarrhea, Stomach cramps,1.0
5962, Severe diarrhea, Heartburn,1.0
5963, Severe diarrhea, Chest Pain,1.0
5964, Severe diarrhea, Spasm,1.0
5965, Severe diarrhea, Vomiting,2.0
5966, Severe diarrhea, Exhaustion,1.0
5967, Severe diarrhea, Syncope,1.0
5968, Severe diarrhea, Tremor,1.0
5969, Severe diarrhea, sick to stomach,1.0
5970, Severe diarrhea, Blurred vision,1.0
5971, Severe diarrhea, Diarrhea and vomiting| symptom,1.0
5972, Severe diarrhea, sour stomach,1.0
5973, Upset stomach, Stomach cramps,4.0
5974, Upset stomach, Malaise,10.0
5975, Upset stomach, Blood in stool,1.0
5976, Upset stomach, Heartburn,6.0
5977, Upset stomach, Mastodynia,1.0
5978, Upset stomach, Hot flushes,3.0
5979, Upset stomach, Spasm,1.0
5980, Upset stomach, Dyspnea,4.0
5981, Upset stomach, Ache,3.0
5982, Upset stomach, Lower abdominal pain,1.0
5983, Upset stomach, Nervousness,5.0
5984, Upset stomach, Vomiting,9.0
5985, Upset stomach, back symptoms,1.0
5986, Upset stomach, Exhaustion,10.0
5987, Upset stomach, Hunger,3.0
5988, Upset stomach, Depressed - symptom,3.0
5989, Upset stomach, Sleeplessness,4.0
5990, Upset stomach, Syncope,5.0
5991, Upset stomach, spells,1.0
5992, Upset stomach, Flatulence,4.0
5993, Upset stomach, Flushing,2.0
5994, Upset stomach, side pain,1.0
5995, Upset stomach, Has tingling sensation,1.0
5996, Upset stomach, Menstrual spotting,1.0
5997, Upset stomach, Loose stool,9.0
5998, Upset stomach, Tremor,3.0
5999, Upset stomach, Neck stiffness,2.0
6000, Upset stomach, Chills,3.0
6001, Upset stomach, Signs and Symptoms,1.0
6002, Upset stomach, Acid reflux SYMPTOMS,1.0
6003, Upset stomach, Eructation,3.0
6004, Upset stomach, Arthralgia,5.0
6005, Upset stomach, Seizures,6.0
6006, Upset stomach, Throat irritation,1.0
6007, Upset stomach, intestinal pain,1.0
6008, Upset stomach, Back Pain,1.0
6009, Upset stomach, Vertigo,4.0
6010, Upset stomach, Feeling Sick,1.0
6011, Upset stomach, lump in throat,1.0
6012, Upset stomach, digestive problem,1.0
6013, Upset stomach, Muscular stiffness,1.0
6014, Upset stomach, Lightheadedness,3.0
6015, Upset stomach, Excruciating pain,2.0
6016, Upset stomach, gas in stomach,1.0
6017, Upset stomach, Neck Pain,1.0
6018, Upset stomach, Cold sweat,1.0
6019, Upset stomach, rundown,1.0
6020, Upset stomach, Numbness,2.0
6021, Upset stomach, sick to stomach,1.0
6022, Upset stomach, Chest discomfort,1.0
6023, Upset stomach, Night sweats,2.0
6024, Upset stomach, Feeling tired,1.0
6025, Upset stomach, feeling dizzy,1.0
6026, Upset stomach, bloated feeling,1.0
6027, Upset stomach, Chronic pain,1.0
6028, Upset stomach, Gasping for breath,1.0
6029, Upset stomach, Retching,1.0
6030, Upset stomach, Blurred vision,4.0
6031, Upset stomach, Fatigue - symptom,1.0
6032, Upset stomach, Agitation,2.0
6033, Upset stomach, Photopsia,1.0
6034, Upset stomach, Edema of foot,1.0
6035, Upset stomach, Cachexia,1.0
6036, Upset stomach, Muscle Weakness,3.0
6037, Upset stomach, Pain in lower limb,1.0
6038, Upset stomach, Withdrawal Symptoms,1.0
6039, Upset stomach, Sleep disturbances,1.0
6040, Upset stomach, Sciatica,1.0
6041, Upset stomach, Abnormal sensation,1.0
6042, Upset stomach, Posterior rhinorrhea,1.0
6043, Upset stomach, Pain in right leg,1.0
6044, Upset stomach, Facial Pain,1.0
6045, Upset stomach, sinus pressure,1.0
6046, Upset stomach, Hemoptysis,1.0
6047, Upset stomach, Paresthesia of hand,1.0
6048, Upset stomach, Sinus pain,1.0
6049, Upset stomach, Feeling of loss of feeling,1.0
6050, Upset stomach, Severe vertigo,1.0
6051, Upset stomach, Hunger pain,1.0
6052, Upset stomach, Muscular fasciculation,1.0
6053, Upset stomach, Jaw pain,1.0
6054, Upset stomach, Apathy,1.0
6055, Upset stomach, neurological pain,1.0
6056, Upset stomach, stomach burning sensation of,2.0
6057, Upset stomach, Cerebellar Ataxia,1.0
6058, Upset stomach, Total body pain syndrome,1.0
6059, Upset stomach, Feeling Cold,1.0
6060, Upset stomach, Myotonus,1.0
6061, Upset stomach, electric shock sensation,2.0
6062, Upset stomach, Clubbing,4.0
6063, Upset stomach, panic symptoms,1.0
6064, Stomach cramps, Malaise,4.0
6065, Stomach cramps, Heartburn,2.0
6066, Stomach cramps, Mastodynia,3.0
6067, Stomach cramps, Chest Pain,2.0
6068, Stomach cramps, Hot flushes,1.0
6069, Stomach cramps, Ache,3.0
6070, Stomach cramps, Nervousness,1.0
6071, Stomach cramps, Vomiting,5.0
6072, Stomach cramps, Exhaustion,1.0
6073, Stomach cramps, Depressed - symptom,1.0
6074, Stomach cramps, Sleeplessness,2.0
6075, Stomach cramps, Flatulence,1.0
6076, Stomach cramps, Has tingling sensation,1.0
6077, Stomach cramps, Menstrual spotting,2.0
6078, Stomach cramps, Dyspepsia,1.0
6079, Stomach cramps, Normal bowel habits,1.0
6080, Stomach cramps, Stabbing pain,1.0
6081, Stomach cramps, Loose stool,1.0
6082, Stomach cramps, Tremor,1.0
6083, Stomach cramps, Chills,1.0
6084, Stomach cramps, Arthralgia,1.0
6085, Stomach cramps, BODY ACHE,1.0
6086, Stomach cramps, Feeling Sick,1.0
6087, Stomach cramps, Lightheadedness,2.0
6088, Stomach cramps, Flare,2.0
6089, Stomach cramps, Cardiovascular symptoms,1.0
6090, Stomach cramps, Chronic pain,1.0
6091, Stomach cramps, Upper abdominal pain,1.0
6092, Stomach cramps, Nightmares,1.0
6093, Stomach cramps, Excessive upper gastrointestinal gas,2.0
6094, Stomach cramps, tingling in fingers,1.0
6095, Stomach cramps, Trembling,1.0
6096, Stomach cramps, Blurred vision,1.0
6097, Stomach cramps, Chronic back pain,1.0
6098, Stomach cramps, Shooting pain,1.0
6099, Stomach cramps, Withdrawal Symptoms,2.0
6100, Stomach cramps, Earache,2.0
6101, Stomach cramps, weight problem,1.0
6102, Stomach cramps, Unbearable Pain,1.0
6103, Stomach cramps, Hallucinations| Visual,1.0
6104, Stomach cramps, Muscular fasciculation,1.0
6105, Stomach cramps, stomach burning sensation of,1.0
6106, Stomach cramps, Taste| Metallic,1.0
6107, Stomach cramps, Thirsty,1.0
6108, Stomach cramps, Pain in right arm,1.0
6109, Syphilitic chancre, Influenza-like symptoms,1.0
6110, Syphilitic chancre, Nervousness,1.0
6111, Syphilitic chancre, Scalding pain on urination,1.0
6112, Influenza-like symptoms, Rhinorrhea,3.0
6113, Influenza-like symptoms, Malaise,5.0
6114, Influenza-like symptoms, Pain in testicle,2.0
6115, Influenza-like symptoms, Heartburn,1.0
6116, Influenza-like symptoms, Hot flushes,2.0
6117, Influenza-like symptoms, Dyspnea,2.0
6118, Influenza-like symptoms, Ache,7.0
6119, Influenza-like symptoms, Lower abdominal pain,1.0
6120, Influenza-like symptoms, Nervousness,3.0
6121, Influenza-like symptoms, Vomiting,4.0
6122, Influenza-like symptoms, Exhaustion,2.0
6123, Influenza-like symptoms, Depressed - symptom,1.0
6124, Influenza-like symptoms, Sleeplessness,4.0
6125, Influenza-like symptoms, Syncope,2.0
6126, Influenza-like symptoms, spells,1.0
6127, Influenza-like symptoms, Dry skin,1.0
6128, Influenza-like symptoms, Has tingling sensation,4.0
6129, Influenza-like symptoms, Lethargy,2.0
6130, Influenza-like symptoms, Tremor,4.0
6131, Influenza-like symptoms, Neck stiffness,1.0
6132, Influenza-like symptoms, Chest tightness,1.0
6133, Influenza-like symptoms, Chills,6.0
6134, Influenza-like symptoms, Signs and Symptoms,2.0
6135, Influenza-like symptoms, Arthralgia,8.0
6136, Influenza-like symptoms, BODY ACHE,3.0
6137, Influenza-like symptoms, Nasal congestion,2.0
6138, Influenza-like symptoms, Back Pain,1.0
6139, Influenza-like symptoms, Vertigo,2.0
6140, Influenza-like symptoms, Feeling Sick,2.0
6141, Influenza-like symptoms, Liver pain,1.0
6142, Influenza-like symptoms, Urethral discharge,1.0
6143, Influenza-like symptoms, Lightheadedness,1.0
6144, Influenza-like symptoms, Neck Pain,1.0
6145, Influenza-like symptoms, Perineal pain,1.0
6146, Influenza-like symptoms, Scalding pain on urination,1.0
6147, Influenza-like symptoms, Numbness,1.0
6148, Influenza-like symptoms, Prodrome,1.0
6149, Influenza-like symptoms, sharp chest pain,2.0
6150, Influenza-like symptoms, Cardiovascular symptoms,1.0
6151, Influenza-like symptoms, Night sweats,3.0
6152, Influenza-like symptoms, Blackout - symptom,1.0
6153, Influenza-like symptoms, Burning lips,1.0
6154, Influenza-like symptoms, Nausea and vomiting,1.0
6155, Influenza-like symptoms, Blurred vision,1.0
6156, Influenza-like symptoms, Thigh pain,1.0
6157, Influenza-like symptoms, Photopsia,1.0
6158, Influenza-like symptoms, Shooting pain,1.0
6159, Influenza-like symptoms, Hand pain,1.0
6160, Influenza-like symptoms, Muscle Weakness,1.0
6161, Influenza-like symptoms, Withdrawal Symptoms,2.0
6162, Influenza-like symptoms, Photophobia,1.0
6163, Influenza-like symptoms, Sciatica,1.0
6164, Influenza-like symptoms, Digestive symptom,1.0
6165, Influenza-like symptoms, Posterior rhinorrhea,2.0
6166, Influenza-like symptoms, Wheezing,1.0
6167, Influenza-like symptoms, Sore eye,1.0
6168, Influenza-like symptoms, Cold intolerance,1.0
6169, Influenza-like symptoms, Paresthesia of hand,1.0
6170, Influenza-like symptoms, Redness of face,1.0
6171, Influenza-like symptoms, Dry cough,1.0
6172, Influenza-like symptoms, Hoarseness,2.0
6173, Influenza-like symptoms, walking pain,1.0
6174, Influenza-like symptoms, Memory Loss,1.0
6175, Influenza-like symptoms, Congestion of nasal sinus,1.0
6176, Influenza-like symptoms, recurrent muscle twitches,1.0
6177, Influenza-like symptoms, Forgetful,2.0
6178, Influenza-like symptoms, red nose,1.0
6179, Influenza-like symptoms, Muscle Spasticity,1.0
6180, Influenza-like symptoms, General symptom,1.0
6181, Influenza-like symptoms, Taste| Metallic,1.0
6182, Influenza-like symptoms, Pain of lymph node,1.0
6183, Influenza-like symptoms, Thirsty,1.0
6184, Influenza-like symptoms, Urinary symptoms,1.0
6185, Influenza-like symptoms, ENT symptoms,1.0
6186, Influenza-like symptoms, Skin symptom,1.0
6187, Influenza-like symptoms, cold hands & feet,1.0
6188, Influenza-like symptoms, Thick skin,1.0
6189, Rhinorrhea, Malaise,6.0
6190, Rhinorrhea, sore back,1.0
6191, Rhinorrhea, Heartburn,3.0
6192, Rhinorrhea, Breathing abnormally deep,1.0
6193, Rhinorrhea, Chest Pain,2.0
6194, Rhinorrhea, Dyspnea,3.0
6195, Rhinorrhea, Ache,2.0
6196, Rhinorrhea, Nervousness,3.0
6197, Rhinorrhea, Vomiting,3.0
6198, Rhinorrhea, back symptoms,1.0
6199, Rhinorrhea, Exhaustion,3.0
6200, Rhinorrhea, Hunger,2.0
6201, Rhinorrhea, Depressed - symptom,3.0
6202, Rhinorrhea, Sleeplessness,1.0
6203, Rhinorrhea, Syncope,3.0
6204, Rhinorrhea, side pain,1.0
6205, Rhinorrhea, Dry skin,1.0
6206, Rhinorrhea, pregnancy signs,1.0
6207, Rhinorrhea, Has tingling sensation,3.0
6208, Rhinorrhea, Tremor,2.0
6209, Rhinorrhea, Watery eyes,3.0
6210, Rhinorrhea, Perceived quality of life,1.0
6211, Rhinorrhea, Neck stiffness,2.0
6212, Rhinorrhea, Chest tightness,1.0
6213, Rhinorrhea, Chills,5.0
6214, Rhinorrhea, Eructation,2.0
6215, Rhinorrhea, BODY ACHE,6.0
6216, Rhinorrhea, Seizures,1.0
6217, Rhinorrhea, Upper back pain,1.0
6218, Rhinorrhea, Nasal congestion,1.0
6219, Rhinorrhea, Back Pain,2.0
6220, Rhinorrhea, Vertigo,2.0
6221, Rhinorrhea, lump in throat,1.0
6222, Rhinorrhea, digestive problem,1.0
6223, Rhinorrhea, Palpitations - fluttering,1.0
6224, Rhinorrhea, Lightheadedness,4.0
6225, Rhinorrhea, Neck Pain,1.0
6226, Rhinorrhea, Cold sweat,1.0
6227, Rhinorrhea, rundown,1.0
6228, Rhinorrhea, Night sweats,1.0
6229, Rhinorrhea, Feeling tired,1.0
6230, Rhinorrhea, Blackout - symptom,1.0
6231, Rhinorrhea, Gasping for breath,1.0
6232, Rhinorrhea, Nightmares,2.0
6233, Rhinorrhea, Imbalance,1.0
6234, Rhinorrhea, Dryness of eye,1.0
6235, Rhinorrhea, Frontal headache,1.0
6236, Rhinorrhea, head pressure,1.0
6237, Rhinorrhea, Painful teething,1.0
6238, Rhinorrhea, Withdrawal Symptoms,1.0
6239, Rhinorrhea, Sciatica,1.0
6240, Rhinorrhea, Earache,4.0
6241, Rhinorrhea, Posterior rhinorrhea,6.0
6242, Rhinorrhea, slight fever,1.0
6243, Rhinorrhea, ear popping,1.0
6244, Rhinorrhea, Facial Pain,3.0
6245, Rhinorrhea, unable to focus,1.0
6246, Rhinorrhea, sinus pressure,2.0
6247, Rhinorrhea, Aural pressure,1.0
6248, Rhinorrhea, Productive cough,1.0
6249, Rhinorrhea, clogged ear,2.0
6250, Rhinorrhea, Snoring,1.0
6251, Rhinorrhea, Dry cough,7.0
6252, Rhinorrhea, headache persistent,1.0
6253, Rhinorrhea, impending doom,1.0
6254, Rhinorrhea, Pharyngeal swelling,1.0
6255, Rhinorrhea, Sinus pain,1.0
6256, Rhinorrhea, sinus drainage,1.0
6257, Rhinorrhea, Pain in wrist,1.0
6258, Rhinorrhea, Throat symptom,1.0
6259, Rhinorrhea, exercise induced,1.0
6260, Rhinorrhea, Pharyngeal dryness,2.0
6261, Rhinorrhea, red nose,1.0
6262, Rhinorrhea, Feeling Cold,1.0
6263, Rhinorrhea, Chronic cough,1.0
6264, Malaise, Blood in stool,3.0
6265, Malaise, Pain in testicle,1.0
6266, Malaise, Pain in penis,2.0
6267, Malaise, Heartburn,7.0
6268, Malaise, Moderate pain,2.0
6269, Malaise, Breathing abnormally deep,9.0
6270, Malaise, Mastodynia,2.0
6271, Malaise, Chest pressure,1.0
6272, Malaise, Pruritus of penis,1.0
6273, Malaise, Chest Pain,13.0
6274, Malaise, Hot flushes,5.0
6275, Malaise, Spasm,7.0
6276, Malaise, HEART PROBLEM,5.0
6277, Malaise, Shoulder Pain,3.0
6278, Malaise, Vaginal pain,2.0
6279, Malaise, Dyspnea,18.0
6280, Malaise, Ache,28.0
6281, Malaise, Lower abdominal pain,2.0
6282, Malaise, Nervousness,16.0
6283, Malaise, Vomiting,21.0
6284, Malaise, back symptoms,1.0
6285, Malaise, Sore mouth,1.0
6286, Malaise, Exhaustion,18.0
6287, Malaise, Hunger,10.0
6288, Malaise, Depressed - symptom,6.0
6289, Malaise, Sleeplessness,9.0
6290, Malaise, Feeling tense,2.0
6291, Malaise, Syncope,15.0
6292, Malaise, spells,4.0
6293, Malaise, Flatulence,2.0
6294, Malaise, Flushing,8.0
6295, Malaise, side pain,8.0
6296, Malaise, Dry skin,5.0
6297, Malaise, pregnancy signs,1.0
6298, Malaise, Has tingling sensation,16.0
6299, Malaise, Mass of body region,5.0
6300, Malaise, Lethargy,6.0
6301, Malaise, Menstrual spotting,6.0
6302, Malaise, Dyspepsia,2.0
6303, Malaise, Discharge from penis,2.0
6304, Malaise, Difficulty in ability to defecate,1.0
6305, Malaise, Stabbing pain,5.0
6306, Malaise, Loose stool,2.0
6307, Malaise, Tremor,22.0
6308, Malaise, Watery eyes,1.0
6309, Malaise, Nerve Pain,2.0
6310, Malaise, Multiple symptoms,1.0
6311, Malaise, Perceived quality of life,2.0
6312, Malaise, Neck stiffness,6.0
6313, Malaise, Chest tightness,2.0
6314, Malaise, Chills,14.0
6315, Malaise, Signs and Symptoms,14.0
6316, Malaise, Rectal symptoms,2.0
6317, Malaise, Eructation,7.0
6318, Malaise, Arthralgia,10.0
6319, Malaise, nausea chronic,1.0
6320, Malaise, BODY ACHE,9.0
6321, Malaise, Seizures,15.0
6322, Malaise, Upper back pain,1.0
6323, Malaise, Pelvic Pain,4.0
6324, Malaise, intestinal pain,2.0
6325, Malaise, Nasal congestion,5.0
6326, Malaise, skin bump,1.0
6327, Malaise, blotchy,1.0
6328, Malaise, Back Pain,25.0
6329, Malaise, Vertigo,9.0
6330, Malaise, uti symptoms,1.0
6331, Malaise, Generalized aches and pains,3.0
6332, Malaise, Feeling Sick,9.0
6333, Malaise, Liver pain,1.0
6334, Malaise, lump in throat,1.0
6335, Malaise, Dull pain,3.0
6336, Malaise, Rectal pain,1.0
6337, Malaise, Feeling strange,3.0
6338, Malaise, Kidney problem,3.0
6339, Malaise, digestive problem,1.0
6340, Malaise, Muscular stiffness,7.0
6341, Malaise, Renal pain,1.0
6342, Malaise, light bleeding between periods,1.0
6343, Malaise, Dysuria,1.0
6344, Malaise, Urethral discharge,1.0
6345, Malaise, Lightheadedness,4.0
6346, Malaise, Excruciating pain,6.0
6347, Malaise, Neck Pain,8.0
6348, Malaise, Cold sweat,3.0
6349, Malaise, Throbbing pain,2.0
6350, Malaise, Pain| Burning,4.0
6351, Malaise, Scalding pain on urination,3.0
6352, Malaise, rundown,5.0
6353, Malaise, Arm Pain,3.0
6354, Malaise, Numbness,6.0
6355, Malaise, Flare,5.0
6356, Malaise, sick to stomach,4.0
6357, Malaise, Inguinal pain,2.0
6358, Malaise, Chest discomfort,6.0
6359, Malaise, Difficulty sleeping,1.0
6360, Malaise, Abdominal discomfort,2.0
6361, Malaise, Night sweats,4.0
6362, Malaise, Wound pain,1.0
6363, Malaise, genital burning,1.0
6364, Malaise, burning anal,1.0
6365, Malaise, Hangover from any Alcohol or Other Drugs substance,1.0
6366, Malaise, Knee pain,2.0
6367, Malaise, Stiffness,2.0
6368, Malaise, Blackout - symptom,1.0
6369, Malaise, feeling dizzy,2.0
6370, Malaise, Burning sensation of skin,2.0
6371, Malaise, pain in,1.0
6372, Malaise, Chronic pain,4.0
6373, Malaise, out,1.0
6374, Malaise, Gasping for breath,5.0
6375, Malaise, Upper abdominal pain,2.0
6376, Malaise, Nightmares,11.0
6377, Malaise, Imbalance,3.0
6378, Malaise, Dryness of eye,3.0
6379, Malaise, discomfort rectal,1.0
6380, Malaise, Pain in left arm,3.0
6381, Malaise, Deep pain,1.0
6382, Malaise, Night pain,1.0
6383, Malaise, Nausea and vomiting,1.0
6384, Malaise, Frontal headache,1.0
6385, Malaise, Trembling,2.0
6386, Malaise, Blurred vision,6.0
6387, Malaise, Intermittent pain,1.0
6388, Malaise, TRUNK PAIN,1.0
6389, Malaise, Eye swelling,1.0
6390, Malaise, Fatigue - symptom,1.0
6391, Malaise, Hip pain,2.0
6392, Malaise, Involuntary Movements,2.0
6393, Malaise, Radiating pain,2.0
6394, Malaise, Pain in elbow,1.0
6395, Malaise, Pain| Referred,3.0
6396, Malaise, Paraneoplastic Opsoclonus Ataxia,1.0
6397, Malaise, Bone pain,1.0
6398, Malaise, Thigh pain,1.0
6399, Malaise, Gait| Drop Foot,1.0
6400, Malaise, Swollen legs,1.0
6401, Malaise, Agitation,8.0
6402, Malaise, Photopsia,1.0
6403, Malaise, Swelling of scrotum,2.0
6404, Malaise, Shooting pain,4.0
6405, Malaise, Buzzing in ear,1.0
6406, Malaise, head pressure,2.0
6407, Malaise, Rales,7.0
6408, Malaise, Welts,1.0
6409, Malaise, Painful teething,1.0
6410, Malaise, Toothache,1.0
6411, Malaise, Cachexia,4.0
6412, Malaise, severe back pain,1.0
6413, Malaise, Actual Discomfort,2.0
6414, Malaise, Heel pain,1.0
6415, Malaise, Increased sweating,1.0
6416, Malaise, Muscle Weakness,2.0
6417, Malaise, Pain in lower limb,6.0
6418, Malaise, Withdrawal Symptoms,3.0
6419, Malaise, Sleep disturbances,1.0
6420, Malaise, Photophobia,3.0
6421, Malaise, Foot pain,1.0
6422, Malaise, Earache,7.0
6423, Malaise, weight problem,1.0
6424, Malaise, Abnormal sensation,3.0
6425, Malaise, Posterior rhinorrhea,3.0
6426, Malaise, gas/bloating,1.0
6427, Malaise, Feeling despair,1.0
6428, Malaise, Vaginal discomfort,2.0
6429, Malaise, slight fever,2.0
6430, Malaise, Felt faint,1.0
6431, Malaise, Pain in right leg,2.0
6432, Malaise, Rib pain,1.0
6433, Malaise, foreskin swelling,1.0
6434, Malaise, ear popping,1.0
6435, Malaise, Facial Pain,2.0
6436, Malaise, unable to focus,1.0
6437, Malaise, sinus pressure,6.0
6438, Malaise, Redness of eye,2.0
6439, Malaise, Aural pressure,1.0
6440, Malaise, Discharge from eye,2.0
6441, Malaise, Productive cough,1.0
6442, Malaise, Sore eye,1.0
6443, Malaise, clogged ear,2.0
6444, Malaise, Ankle pain,1.0
6445, Malaise, Cold intolerance,1.0
6446, Malaise, Spasmodic movement,5.0
6447, Malaise, Paresthesia of hand,2.0
6448, Malaise, sitting pain,2.0
6449, Malaise, Redness of face,1.0
6450, Malaise, Mydriasis,1.0
6451, Malaise, Dry cough,4.0
6452, Malaise, Paresis,2.0
6453, Malaise, headache persistent,2.0
6454, Malaise, Burning sensation of leg,2.0
6455, Malaise, Clumsiness,2.0
6456, Malaise, Altered sensation of skin,2.0
6457, Malaise, Hoarseness,1.0
6458, Malaise, coma states,1.0
6459, Malaise, impending doom,1.0
6460, Malaise, Sinus pain,3.0
6461, Malaise, Feeling of loss of feeling,1.0
6462, Malaise, Depressive Symptoms,2.0
6463, Malaise, peri-menopausal,1.0
6464, Malaise, Memory Loss,1.0
6465, Malaise, Pain in wrist,1.0
6466, Malaise, Cushingoid facies,1.0
6467, Malaise, Muscular fasciculation,4.0
6468, Malaise, Jaw pain,5.0
6469, Malaise, opiate withdrawal symptoms,1.0
6470, Malaise, Right sided chest pain,1.0
6471, Malaise, arthritic pains,1.0
6472, Malaise, Hallucinations| Auditory,1.0
6473, Malaise, Forgetful,2.0
6474, Malaise, stomach burning sensation of,1.0
6475, Malaise, Numbness of foot,1.0
6476, Malaise, Throat symptom,1.0
6477, Malaise, exercise induced,1.0
6478, Malaise, Pharyngeal dryness,1.0
6479, Malaise, red nose,1.0
6480, Malaise, Cervical Dystonia,1.0
6481, Malaise, Myoclonus,1.0
6482, Malaise, Dystonia,1.0
6483, Malaise, Total body pain syndrome,1.0
6484, Malaise, Generalized muscle weakness,2.0
6485, Malaise, Feeling Cold,1.0
6486, Malaise, prostate problem,1.0
6487, Malaise, Vertigo| Constant,3.0
6488, Malaise, Suffocated,2.0
6489, Malaise, Cardiac pain,1.0
6490, Malaise, severe eye pain,1.0
6491, Malaise, Myotonus,2.0
6492, Malaise, electric shock sensation,2.0
6493, Malaise, GREAT TOE PAIN,1.0
6494, Malaise, Thirsty,2.0
6495, Malaise, Throbbing Headache,2.0
6496, Malaise, Bladder pain,3.0
6497, Malaise, Pain in left leg,1.0
6498, Malaise, Pain in right arm,1.0
6499, Malaise, Glossalgia,2.0
6500, Malaise, Pain in calf,1.0
6501, Malaise, Scalp pain,1.0
6502, Malaise, Difficulty passing urine,1.0
6503, Malaise, Neck swelling,1.0
6504, Malaise, panic symptoms,1.0
6505, Malaise, bladder discomfort,1.0
6506, Malaise, Numbness of limbs,1.0
6507, Blood in stool, Heartburn,2.0
6508, Blood in stool, Breathing abnormally deep,1.0
6509, Blood in stool, Chest Pain,1.0
6510, Blood in stool, Dyspnea,1.0
6511, Blood in stool, Ache,3.0
6512, Blood in stool, Nervousness,1.0
6513, Blood in stool, Vomiting,2.0
6514, Blood in stool, Syncope,1.0
6515, Blood in stool, spells,1.0
6516, Blood in stool, Flatulence,1.0
6517, Blood in stool, side pain,3.0
6518, Blood in stool, Tremor,1.0
6519, Blood in stool, Anal pain,1.0
6520, Blood in stool, Eructation,2.0
6521, Blood in stool, intestinal pain,1.0
6522, Blood in stool, Dull pain,1.0
6523, Blood in stool, sick to stomach,1.0
6524, Blood in stool, chest burning,1.0
6525, Blood in stool, Chronic pain,1.0
6526, Blood in stool, out,1.0
6527, Blood in stool, Upper abdominal pain,1.0
6528, Blood in stool, Trembling,1.0
6529, Blood in stool, Intermittent pain,1.0
6530, Blood in stool, Muscle Weakness,1.0
6531, Blood in stool, Muscular fasciculation,1.0
6532, Blood in stool, Jaw pain,1.0
6533, Blood in stool, tingling mouth,1.0
6534, Decreased Libido, itch burning,1.0
6535, Decreased Libido, Sleeplessness,1.0
6536, Decreased Libido, Dry skin,1.0
6537, Decreased Libido, Lethargy,2.0
6538, Decreased Libido, Persistent cough,1.0
6539, Decreased Libido, Multiple symptoms,1.0
6540, Decreased Libido, Perceived quality of life,1.0
6541, Decreased Libido, Night sweats,1.0
