Postnumber, Diseaseid, DiseaseName3, 'C0032064', 'Plague');
8, 'C0036916', 'Sexually Transmitted Diseases');
22485, 'C0017168', 'Gastroesophageal reflux disease');
22486, 'C0022104', 'Irritable Bowel Syndrome');
22487, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome');
22489, 'C0022104', 'Irritable Bowel Syndrome');
22491, 'C0022104', 'Irritable Bowel Syndrome');
22492, 'C0022104', 'Irritable Bowel Syndrome');
22493, 'C0022104', 'Irritable Bowel Syndrome');
22494, 'C0022104', 'Irritable Bowel Syndrome');
22495, 'C0022104', 'Irritable Bowel Syndrome');
22496, 'C0022104', 'Irritable Bowel Syndrome');
22497, 'C0022104', 'Irritable Bowel Syndrome');
22498, 'C0022104', 'Irritable Bowel Syndrome');
22499, 'C0022104', 'Irritable Bowel Syndrome');
22500, 'C0022104', 'Irritable Bowel Syndrome');
22501, 'C0022104', 'Irritable Bowel Syndrome');
22502, 'C0238738', 'Spasm of back muscles');
22503, 'C0022104', 'Irritable Bowel Syndrome');
22504, 'C0016167', 'Anal Fissure');
22505, 'C0022104', 'Irritable Bowel Syndrome');
22506, 'C0022104', 'Irritable Bowel Syndrome');
22507, 'C0022104', 'Irritable Bowel Syndrome');
22508, 'C0022104', 'Irritable Bowel Syndrome');
22509, 'C0022104', 'Irritable Bowel Syndrome');
22510, 'C0022104', 'Irritable Bowel Syndrome');
22511, 'C0022104', 'Irritable Bowel Syndrome');
22512, 'C0022104', 'Irritable Bowel Syndrome');
22513, 'C0022104', 'Irritable Bowel Syndrome');
22514, 'C0022104', 'Irritable Bowel Syndrome');
22515, 'C0022104', 'Irritable Bowel Syndrome');
22516, 'C0022104', 'Irritable Bowel Syndrome');
22517, 'C0022104', 'Irritable Bowel Syndrome');
22521, 'C0033845', 'Pseudotumor Cerebri');
22524, 'C1561643', 'Chronic Kidney Diseases');
22525, 'C2317473', 'Chronic kidney disease stage 4');
22526, 'C0035078', 'Kidney Failure');
22531, 'C1561643', 'Chronic Kidney Diseases');
22532, 'C1561643', 'Chronic Kidney Diseases');
22533, 'C1561643', 'Chronic Kidney Diseases');
22534, 'C1561643', 'Chronic Kidney Diseases');
22535, 'C1561643', 'Chronic Kidney Diseases');
22536, 'C1561643', 'Chronic Kidney Diseases');
22537, 'C1561643', 'Chronic Kidney Diseases');
22538, 'C1561643', 'Chronic Kidney Diseases');
22539, 'C0029927', 'Ovarian Cysts');
22540, 'C0010709', 'Cyst');
22541, 'C0742961', 'cyst complex');
22542, 'C0029927', 'Ovarian Cysts');
22543, 'C0029927', 'Ovarian Cysts');
22544, 'C0029927', 'Ovarian Cysts');
22545, 'C0010709', 'Cyst');
22546, 'C0029927', 'Ovarian Cysts');
22547, 'C0742961', 'cyst complex');
22548, 'C0029927', 'Ovarian Cysts');
22549, 'C0010709', 'Cyst');
22550, 'C0029927', 'Ovarian Cysts');
22551, 'C0029927', 'Ovarian Cysts');
22552, 'C0029927', 'Ovarian Cysts');
22553, 'C0009450', 'Communicable Diseases');
22554, 'C0029927', 'Ovarian Cysts');
22555, 'C0029927', 'Ovarian Cysts');
22556, 'C0029927', 'Ovarian Cysts');
22557, 'C0029927', 'Ovarian Cysts');
22558, 'C0029927', 'Ovarian Cysts');
22559, 'C0010709', 'Cyst');
22560, 'C0029927', 'Ovarian Cysts');
22561, 'C0029927', 'Ovarian Cysts');
22562, 'C0029927', 'Ovarian Cysts');
22563, 'C0742960', 'cyst benign');
22564, 'C0029927', 'Ovarian Cysts');
22565, 'C0029927', 'Ovarian Cysts');
22566, 'C0010709', 'Cyst');
22567, 'C0029927', 'Ovarian Cysts');
22568, 'C0029927', 'Ovarian Cysts');
22569, 'C0029927', 'Ovarian Cysts');
22570, 'C0029927', 'Ovarian Cysts');
22571, 'C0029927', 'Ovarian Cysts');
22572, 'C0029927', 'Ovarian Cysts');
22573, 'C1561643', 'Chronic Kidney Diseases');
22574, 'C0029927', 'Ovarian Cysts');
22575, 'C1561643', 'Chronic Kidney Diseases');
22576, 'C1561643', 'Chronic Kidney Diseases');
22577, 'C1561643', 'Chronic Kidney Diseases');
22578, 'C1561643', 'Chronic Kidney Diseases');
22579, 'C1561643', 'Chronic Kidney Diseases');
22580, 'C1561643', 'Chronic Kidney Diseases');
22581, 'C1561643', 'Chronic Kidney Diseases');
22582, 'C1561643', 'Chronic Kidney Diseases');
22583, 'C1561643', 'Chronic Kidney Diseases');
22584, 'C0149801', 'Sepsis due to urinary tract infection');
22585, 'C1561643', 'Chronic Kidney Diseases');
22586, 'C1561643', 'Chronic Kidney Diseases');
22587, 'C1561643', 'Chronic Kidney Diseases');
22588, 'C1561643', 'Chronic Kidney Diseases');
22589, 'C0041912', 'Upper Respiratory Infections');
22590, 'C1561643', 'Chronic Kidney Diseases');
22591, 'C1561643', 'Chronic Kidney Diseases');
22592, 'C1561643', 'Chronic Kidney Diseases');
22593, 'C1561643', 'Chronic Kidney Diseases');
22594, 'C1561643', 'Chronic Kidney Diseases');
22595, 'C2316787', 'Chronic kidney disease stage 3');
22596, 'C1561643', 'Chronic Kidney Diseases');
22597, 'C1561643', 'Chronic Kidney Diseases');
22599, 'C0011849', 'Diabetes Mellitus');
22600, 'C0042029', 'Urinary tract infection');
22602, 'C0022650', 'Kidney Calculi');
22608, 'C0020295', 'Hydronephrosis');
22611, 'C0009450', 'Communicable Diseases');
22623, 'C0020295', 'Hydronephrosis');
22624, 'C0022650', 'Kidney Calculi');
22627, 'C0022658', 'Kidney Diseases');
22628, 'C0022650', 'Kidney Calculi');
22630, 'C0022650', 'Kidney Calculi');
22631, 'C0022650', 'Kidney Calculi');
22632, 'C0022650', 'Kidney Calculi');
22633, 'C0022650', 'Kidney Calculi');
22634, 'C0022650', 'Kidney Calculi');
22635, 'C0022650', 'Kidney Calculi');
22636, 'C0022650', 'Kidney Calculi');
22637, 'C0022650', 'Kidney Calculi');
22638, 'C0022650', 'Kidney Calculi');
22639, 'C0022650', 'Kidney Calculi');
22640, 'C0022650', 'Kidney Calculi');
22641, 'C0022650', 'Kidney Calculi');
22642, 'C0022650', 'Kidney Calculi');
22643, 'C0022650', 'Kidney Calculi');
22644, 'C0022650', 'Kidney Calculi');
22645, 'C0022650', 'Kidney Calculi');
22646, 'C0022650', 'Kidney Calculi');
22647, 'C0022650', 'Kidney Calculi');
22648, 'C0022650', 'Kidney Calculi');
22649, 'C0022650', 'Kidney Calculi');
22650, 'C0022650', 'Kidney Calculi');
22651, 'C0022650', 'Kidney Calculi');
22652, 'C0022650', 'Kidney Calculi');
22653, 'C0022650', 'Kidney Calculi');
22654, 'C0022650', 'Kidney Calculi');
22655, 'C0022650', 'Kidney Calculi');
22656, 'C0022650', 'Kidney Calculi');
22657, 'C0019159', 'Hepatitis A');
22658, 'C0022650', 'Kidney Calculi');
22659, 'C0022650', 'Kidney Calculi');
22661, 'C0020498', 'Hyperostosis| Diffuse Idiopathic Skeletal');
22663, 'C0022650', 'Kidney Calculi');
22664, 'C0022650', 'Kidney Calculi');
22665, 'C0022650', 'Kidney Calculi');
22679, 'C0011119', 'Decompression Sickness');
22680, 'C0011119', 'Decompression Sickness');
22682, 'C0011119', 'Decompression Sickness');
22683, 'C0014518', 'Toxic Epidermal Necrolysis');
22686, 'C0004135', 'Ataxia Telangiectasia');
22692, 'C0033845', 'Pseudotumor Cerebri');
22693, 'C0033845', 'Pseudotumor Cerebri');
22695, 'C0149931', 'Migraine Disorders');
22697, 'C0033845', 'Pseudotumor Cerebri');
22698, 'C0033845', 'Pseudotumor Cerebri');
22699, 'C0033845', 'Pseudotumor Cerebri');
22700, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
22701, 'C0033845', 'Pseudotumor Cerebri');
22702, 'C0029128', 'Optic Disk Drusen');
22703, 'C0037199', 'Sinusitis');
22704, 'C0033845', 'Pseudotumor Cerebri');
22705, 'C0033845', 'Pseudotumor Cerebri');
22706, 'C0033845', 'Pseudotumor Cerebri');
22707, 'C0033845', 'Pseudotumor Cerebri');
22708, 'C0033845', 'Pseudotumor Cerebri');
22709, 'C0033845', 'Pseudotumor Cerebri');
22710, 'C0033845', 'Pseudotumor Cerebri');
22711, 'C0033845', 'Pseudotumor Cerebri');
22712, 'C0858613', 'Optic nerve swelling');
22713, 'C0033845', 'Pseudotumor Cerebri');
22714, 'C0033845', 'Pseudotumor Cerebri');
22715, 'C0033845', 'Pseudotumor Cerebri');
22716, 'C0033845', 'Pseudotumor Cerebri');
22717, 'C0149931', 'Migraine Disorders');
22718, 'C0033845', 'Pseudotumor Cerebri');
22719, 'C0033845', 'Pseudotumor Cerebri');
22720, 'C0033845', 'Pseudotumor Cerebri');
22721, 'C0033845', 'Pseudotumor Cerebri');
22722, 'C0033845', 'Pseudotumor Cerebri');
22723, 'C0033845', 'Pseudotumor Cerebri');
22724, 'C0858613', 'Optic nerve swelling');
22725, 'C0033845', 'Pseudotumor Cerebri');
22726, 'C0272302', 'Gray Platelet Syndrome');
22727, 'C0033845', 'Pseudotumor Cerebri');
22728, 'C0029408', 'Degenerative polyarthritis');
22729, 'C0012634', 'Disease');
22730, 'C0029453', 'Osteopenia');
22731, 'C0029443', 'Osteomyelitis');
22732, 'C0029443', 'Osteomyelitis');
22733, 'C0029408', 'Degenerative polyarthritis');
22734, 'C0029443', 'Osteomyelitis');
22735, 'C0029443', 'Osteomyelitis');
22736, 'C0029408', 'Degenerative polyarthritis');
22737, 'C0012634', 'Disease');
22738, 'C0029408', 'Degenerative polyarthritis');
22739, 'C0012634', 'Disease');
22740, 'C0029408', 'Degenerative polyarthritis');
22749, 'C0022658', 'Kidney Diseases');
22753, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
22754, 'C0035258', 'Restless Legs Syndrome');
22755, 'C0027051', 'Myocardial Infarction');
22757, 'C0040425', 'Tonsillitis');
22759, 'C0024138', 'Lupus Erythematosus| Discoid');
22766, 'C0342895', 'Fish-Eye Disease');
22767, 'C0796085', 'Nance-Horan syndrome');
22771, 'C0009443', 'Common Cold');
22773, 'C0272285', 'Heparin-induced thrombocytopenia');
22777, 'C0001175', 'Acquired Immunodeficiency Syndrome');
22781, 'C0221262', 'Poliosis');
22782, 'C0011334', 'Dental caries');
22787, 'C0004135', 'Ataxia Telangiectasia');
22789, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME');
22795, 'C0017677', 'Glossitis| Benign Migratory');
22797, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
22801, 'C0006849', 'Oral candidiasis');
22802, 'C0011334', 'Dental caries');
22806, 'C0730321', 'Punctate inner choroidopathy');
22811, 'C0004135', 'Ataxia Telangiectasia');
22812, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
22814, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
22822, 'C2939416', 'Pectus carinatum');
22827, 'C0151824', 'Biliary Colic');
22831, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
22833, 'C0855227', 'purging');
22837, 'C0012634', 'Disease');
22838, 'C0012634', 'Disease');
22839, 'C0863093', 'cold symptoms');
22843, 'C0012634', 'Disease');
22844, 'C0011849', 'Diabetes Mellitus');
22845, 'C0012634', 'Disease');
22846, 'C0012634', 'Disease');
22847, 'C0012634', 'Disease');
22848, 'C0012634', 'Disease');
22849, 'C0678236', 'Rare Diseases');
22850, 'C0012634', 'Disease');
22851, 'C0012634', 'Disease');
22852, 'C0012634', 'Disease');
22853, 'C0012634', 'Disease');
22854, 'C0012634', 'Disease');
22855, 'C0012634', 'Disease');
22856, 'C0410606', 'Cervical Disc Degenerative Disorder');
22857, 'C0011119', 'Decompression Sickness');
22858, 'C0012634', 'Disease');
22859, 'C0012634', 'Disease');
22860, 'C0012634', 'Disease');
22861, 'C0012634', 'Disease');
22862, 'C0012634', 'Disease');
22863, 'C0012634', 'Disease');
22864, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
22865, 'C0012634', 'Disease');
22866, 'C0012634', 'Disease');
22867, 'C0012634', 'Disease');
22868, 'C0012634', 'Disease');
22869, 'C0012634', 'Disease');
22870, 'C0012634', 'Disease');
22871, 'C0012634', 'Disease');
22872, 'C0029408', 'Degenerative polyarthritis');
22873, 'C0151448', 'Rotator Cuff Tendinitis');
22874, 'C1456822', 'Claudication22875, 'C0012634', 'Disease');
22876, 'C0012634', 'Disease');
22877, 'C0029410', 'Osteoarthritis of hip');
22878, 'C0029408', 'Degenerative polyarthritis');
22879, 'C0029408', 'Degenerative polyarthritis');
22880, 'C0029408', 'Degenerative polyarthritis');
22881, 'C0029408', 'Degenerative polyarthritis');
22882, 'C0029408', 'Degenerative polyarthritis');
22883, 'C0029408', 'Degenerative polyarthritis');
22884, 'C0029408', 'Degenerative polyarthritis');
22885, 'C0029408', 'Degenerative polyarthritis');
22886, 'C0029408', 'Degenerative polyarthritis');
22887, 'C0029408', 'Degenerative polyarthritis');
22888, 'C0029408', 'Degenerative polyarthritis');
22889, 'C0029408', 'Degenerative polyarthritis');
22890, 'C0029408', 'Degenerative polyarthritis');
22891, 'C0029408', 'Degenerative polyarthritis');
22892, 'C0029408', 'Degenerative polyarthritis');
22893, 'C0029408', 'Degenerative polyarthritis');
22894, 'C0029408', 'Degenerative polyarthritis');
22895, 'C0029408', 'Degenerative polyarthritis');
22896, 'C0029408', 'Degenerative polyarthritis');
22897, 'C0021400', 'Influenza');
22898, 'C0029408', 'Degenerative polyarthritis');
22899, 'C0029443', 'Osteomyelitis');
22900, 'C0029408', 'Degenerative polyarthritis');
22901, 'C0029408', 'Degenerative polyarthritis');
22902, 'C0029408', 'Degenerative polyarthritis');
22903, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME');
22904, 'C0029408', 'Degenerative polyarthritis');
22905, 'C0029443', 'Osteomyelitis');
22906, 'C0029443', 'Osteomyelitis');
22907, 'C0029443', 'Osteomyelitis');
22908, 'C0029443', 'Osteomyelitis');
22909, 'C0029443', 'Osteomyelitis');
22910, 'C0029443', 'Osteomyelitis');
22911, 'C0029443', 'Osteomyelitis');
22912, 'C0029443', 'Osteomyelitis');
22913, 'C0029443', 'Osteomyelitis');
22914, 'C0029443', 'Osteomyelitis');
22915, 'C0029443', 'Osteomyelitis');
22916, 'C0029443', 'Osteomyelitis');
22917, 'C0029443', 'Osteomyelitis');
22918, 'C0029443', 'Osteomyelitis');
22919, 'C0029453', 'Osteopenia');
22920, 'C0730321', 'Punctate inner choroidopathy');
22921, 'C0007286', 'Carpal Tunnel Syndrome');
22922, 'C0029443', 'Osteomyelitis');
22923, 'C0009450', 'Communicable Diseases');
22924, 'C0029443', 'Osteomyelitis');
22925, 'C0029453', 'Osteopenia');
22926, 'C0029453', 'Osteopenia');
22927, 'C0029456', 'Osteoporosis');
22928, 'C0029453', 'Osteopenia');
22929, 'C0029453', 'Osteopenia');
22930, 'C0029453', 'Osteopenia');
22931, 'C0029453', 'Osteopenia');
22932, 'C0029453', 'Osteopenia');
22933, 'C0029453', 'Osteopenia');
22934, 'C0029453', 'Osteopenia');
22935, 'C0029453', 'Osteopenia');
22936, 'C0029453', 'Osteopenia');
22937, 'C0029456', 'Osteoporosis');
22938, 'C0029453', 'Osteopenia');
22939, 'C0029453', 'Osteopenia');
22940, 'C0029453', 'Osteopenia');
22941, 'C0029453', 'Osteopenia');
22942, 'C0029453', 'Osteopenia');
22943, 'C0029453', 'Osteopenia');
22944, 'C0029453', 'Osteopenia');
22945, 'C0029453', 'Osteopenia');
22946, 'C0029453', 'Osteopenia');
22947, 'C0029453', 'Osteopenia');
22948, 'C0029453', 'Osteopenia');
22949, 'C0029453', 'Osteopenia');
22950, 'C0029453', 'Osteopenia');
22951, 'C0029453', 'Osteopenia');
22952, 'C0029453', 'Osteopenia');
22953, 'C0029453', 'Osteopenia');
22954, 'C0029453', 'Osteopenia');
22955, 'C0029453', 'Osteopenia');
22956, 'C0029453', 'Osteopenia');
22957, 'C0029453', 'Osteopenia');
22958, 'C0026946', 'Mycoses');
22959, 'C0012634', 'Disease');
22960, 'C0012634', 'Disease');
22961, 'C0012634', 'Disease');
22962, 'C0012634', 'Disease');
22963, 'C0012634', 'Disease');
22964, 'C0012634', 'Disease');
22965, 'C0012634', 'Disease');
22966, 'C0012634', 'Disease');
22967, 'C0012634', 'Disease');
22968, 'C0012634', 'Disease');
22969, 'C0012634', 'Disease');
22970, 'C0012634', 'Disease');
22971, 'C0020538', 'Hypertensive disease');
22972, 'C0020615', 'Hypoglycemia');
22973, 'C0012634', 'Disease');
22974, 'C0009450', 'Communicable Diseases');
22975, 'C0012634', 'Disease');
22976, 'C0012634', 'Disease');
22977, 'C0012634', 'Disease');
22978, 'C0012634', 'Disease');
22979, 'C0521839', 'Influenza-like illness');
22980, 'C0012634', 'Disease');
22981, 'C0012634', 'Disease');
22982, 'C0012634', 'Disease');
22983, 'C0012634', 'Disease');
22984, 'C0012634', 'Disease');
22985, 'C0012634', 'Disease');
22986, 'C0012634', 'Disease');
22987, 'C0012634', 'Disease');
22988, 'C0272302', 'Gray Platelet Syndrome');
22989, 'C0277346', 'Infestation by bed bug');
22990, 'C0012634', 'Disease');
22991, 'C0012634', 'Disease');
22992, 'C0014848', 'Esophageal Achalasia');
22993, 'C0014848', 'Esophageal Achalasia');
22995, 'C0014848', 'Esophageal Achalasia');
22996, 'C0014848', 'Esophageal Achalasia');
22998, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23000, 'C0006849', 'Oral candidiasis');
23005, 'C0017168', 'Gastroesophageal reflux disease');
23006, 'C0011168', 'Deglutition Disorders');
23019, 'C0017168', 'Gastroesophageal reflux disease');
23020, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23021, 'C1839163', 'THROMBOCYTOPENIA 123022, 'C0019112', 'Hemorrhoids');
23025, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23026, 'C0162429', 'Malnutrition');
23039, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23040, 'C0028754', 'Obesity');
23043, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23046, 'C0014848', 'Esophageal Achalasia');
23047, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23050, 'C0014848', 'Esophageal Achalasia');
23051, 'C0014848', 'Esophageal Achalasia');
23052, 'C0014848', 'Esophageal Achalasia');
23053, 'C0014848', 'Esophageal Achalasia');
23054, 'C0014848', 'Esophageal Achalasia');
23056, 'C0014848', 'Esophageal Achalasia');
23057, 'C0014848', 'Esophageal Achalasia');
23058, 'C0011168', 'Deglutition Disorders');
23059, 'C0014848', 'Esophageal Achalasia');
23060, 'C0014848', 'Esophageal Achalasia');
23061, 'C0014848', 'Esophageal Achalasia');
23062, 'C0011168', 'Deglutition Disorders');
23063, 'C0014848', 'Esophageal Achalasia');
23064, 'C0014848', 'Esophageal Achalasia');
23065, 'C0014848', 'Esophageal Achalasia');
23066, 'C0014848', 'Esophageal Achalasia');
23067, 'C0014848', 'Esophageal Achalasia');
23068, 'C0014848', 'Esophageal Achalasia');
23069, 'C0014848', 'Esophageal Achalasia');
23070, 'C0014848', 'Esophageal Achalasia');
23071, 'C0017168', 'Gastroesophageal reflux disease');
23072, 'C0017168', 'Gastroesophageal reflux disease');
23073, 'C0014848', 'Esophageal Achalasia');
23074, 'C0014848', 'Esophageal Achalasia');
23075, 'C0014848', 'Esophageal Achalasia');
23076, 'C0014848', 'Esophageal Achalasia');
23077, 'C0014848', 'Esophageal Achalasia');
23078, 'C0017168', 'Gastroesophageal reflux disease');
23079, 'C0014848', 'Esophageal Achalasia');
23080, 'C0014848', 'Esophageal Achalasia');
23081, 'C0003872', 'Arthritis| Psoriatic');
23082, 'C0018889', 'Helminthiasis');
23083, 'C0022104', 'Irritable Bowel Syndrome');
23085, 'C0003872', 'Arthritis| Psoriatic');
23086, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23097, 'C0277525', 'Infectious gastroenteritis');
23099, 'C0016053', 'Fibromyalgia');
23100, 'C0003615', 'Appendicitis');
23105, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23106, 'C1535939', 'Pneumocystis jiroveci pneumonia');
23110, 'C0019360', 'Herpes zoster disease');
23114, 'C0041912', 'Upper Respiratory Infections');
23115, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23117, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23123, 'C0017168', 'Gastroesophageal reflux disease');
23127, 'C0031350', 'Pharyngitis');
23132, 'C0030360', 'Papillon-Lefevre Disease');
23138, 'C1535939', 'Pneumocystis jiroveci pneumonia');
23143, 'C0020538', 'Hypertensive disease');
23150, 'C1969653', 'MUNGAN SYNDROME');
23157, 'C0041912', 'Upper Respiratory Infections');
23158, 'C3714534', 'dowling-degos disease');
23169, 'C1273976', 'First myocardial infarction');
23170, 'C0035258', 'Restless Legs Syndrome');
23173, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23205, 'C0029927', 'Ovarian Cysts');
23218, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23223, 'C0020498', 'Hyperostosis| Diffuse Idiopathic Skeletal');
23224, 'C0009450', 'Communicable Diseases');
23229, 'C0017168', 'Gastroesophageal reflux disease');
23231, 'C0012813', 'Diverticulitis');
23232, 'C0041912', 'Upper Respiratory Infections');
23235, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23239, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23240, 'C0238738', 'Spasm of back muscles');
23245, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23246, 'C0031350', 'Pharyngitis');
23252, 'C0155943', 'Arthralgia of temporomandibular joint');
23261, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23262, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23263, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23276, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23297, 'C1836123', 'Goldberg-Shprintzen megacolon syndrome');
23298, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23299, 'C0039516', 'Tennis Elbow');
23301, 'C0020538', 'Hypertensive disease');
23314, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23315, 'C0442874', 'Neuropathy');
23322, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency');
23341, 'C0947622', 'Cholecystolithiasis');
23342, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23345, 'C1290611', 'Chronic digestive system disorder');
23349, 'C0003873', 'Rheumatoid Arthritis');
23350, 'C0041912', 'Upper Respiratory Infections');
23352, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23355, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23356, 'C0041582', 'Ulcer');
23359, 'C0016053', 'Fibromyalgia');
23365, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23367, 'C0004623', 'Bacterial Infections');
23372, 'C1568272', 'Tendinopathy');
23373, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23375, 'C0555971', 'Oral infection');
23377, 'C0003873', 'Rheumatoid Arthritis');
23378, 'C0041912', 'Upper Respiratory Infections');
23385, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
23388, 'C0016053', 'Fibromyalgia');
23389, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23391, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23392, 'C0003864', 'Arthritis');
23393, 'C1868649', 'PANIC DISORDER 1');
23397, 'C0016167', 'Anal Fissure');
23400, 'C1384641', 'Cervical spondylosis');
23403, 'C1969653', 'MUNGAN SYNDROME');
23408, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23413, 'C0003873', 'Rheumatoid Arthritis');
23421, 'C0019159', 'Hepatitis A');
23422, 'C0019360', 'Herpes zoster disease');
23435, 'C1868649', 'PANIC DISORDER 1');
23439, 'C0021400', 'Influenza');
23444, 'C0034341', 'Pyruvate Carboxylase Deficiency Disease');
23449, 'C1868649', 'PANIC DISORDER 1');
23450, 'C1868649', 'PANIC DISORDER 1');
23451, 'C1969653', 'MUNGAN SYNDROME');
23455, 'C0034069', 'Pulmonary Fibrosis');
23460, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23475, 'C0017168', 'Gastroesophageal reflux disease');
23480, 'C0011119', 'Decompression Sickness');
23482, 'C0442874', 'Neuropathy');
23484, 'C0011334', 'Dental caries');
23486, 'C0016053', 'Fibromyalgia');
23499, 'C0019360', 'Herpes zoster disease');
23511, 'C0024138', 'Lupus Erythematosus| Discoid');
23518, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23519, 'C1561643', 'Chronic Kidney Diseases');
23521, 'C0259749', 'Autonomic neuropathy');
23524, 'C0272285', 'Heparin-induced thrombocytopenia');
23525, 'C0002170', 'Alopecia');
23526, 'C0015403', 'Eye Infections');
23528, 'C0003873', 'Rheumatoid Arthritis');
23529, 'C0003873', 'Rheumatoid Arthritis');
23530, 'C0003873', 'Rheumatoid Arthritis');
23531, 'C0003873', 'Rheumatoid Arthritis');
23533, 'C0003873', 'Rheumatoid Arthritis');
23535, 'C0003873', 'Rheumatoid Arthritis');
23538, 'C0237974', 'AIDS i');
23539, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23541, 'C1868649', 'PANIC DISORDER 1');
23544, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23547, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23556, 'C0016053', 'Fibromyalgia');
23560, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23562, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23563, 'C0149931', 'Migraine Disorders');
23565, 'C0003873', 'Rheumatoid Arthritis');
23566, 'C0003873', 'Rheumatoid Arthritis');
23567, 'C0003873', 'Rheumatoid Arthritis');
23572, 'C0016053', 'Fibromyalgia');
23579, 'C0012634', 'Disease');
23586, 'C0041582', 'Ulcer');
23590, 'C1839163', 'THROMBOCYTOPENIA 123593, 'C0021313', 'Infection of kidney');
23594, 'C0275626', 'Struck');
23596, 'C0031350', 'Pharyngitis');
23599, 'C0027051', 'Myocardial Infarction');
23600, 'C0016053', 'Fibromyalgia');
23611, 'C0003873', 'Rheumatoid Arthritis');
23612, 'C0024586', 'Malignant Carcinoid Syndrome');
23619, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23620, 'C0003864', 'Arthritis');
23621, 'C0003873', 'Rheumatoid Arthritis');
23623, 'C0003864', 'Arthritis');
23624, 'C0003873', 'Rheumatoid Arthritis');
23625, 'C1868649', 'PANIC DISORDER 1');
23629, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23632, 'C1969653', 'MUNGAN SYNDROME');
23636, 'C0751249', 'Chronic Insomnia');
