PostNumber, DiseaseId, DiseaseName, SymptomId, SymptomName, TreatmentId, TreatmentName, DrugId, DrugName, BodypartId, BodypartName3, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0221423', 'Illness3, 'C0032064', 'Plague', 'C0011991', 'Diarrhea', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0009806', 'Constipation', '', '', '', '', '', '
8650, 'C0149931', 'Migraine Disorders', 'C0235309', 'Upset stomach', '', '', '', '', '', '
8650, 'C0149931', 'Migraine Disorders', 'C0231218', 'Malaise', '', '', '', '', '', '
8650, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8650, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
8650, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
8650, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0423866', 'Lanugo
8651, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', '', '
8651, 'C0020538', 'Hypertensive disease', 'C0012833', 'Dizziness', '', '', '', '', '', '
8651, 'C0020538', 'Hypertensive disease', 'C0018681', 'Headache', '', '', '', '', '', '
8651, 'C0020538', 'Hypertensive disease', 'C0220870', 'Lightheadedness', '', '', '', '', '', '
8651, 'C0020538', 'Hypertensive disease', '', '', 'C0344217', 'Chiropractic procedure', '', '', '', '
8651, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', 'C1281590', 'Entire head
8651, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', 'C1281584', 'Entire finger
8651, 'C0020538', 'Hypertensive disease', '', '', '', '', '', '', 'C1281592', 'Entire neck
8652, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8652, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0018563', 'Hand
8652, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
8652, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281592', 'Entire neck
8655, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8655, 'C0149931', 'Migraine Disorders', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
8655, 'C0149931', 'Migraine Disorders', 'C0027497', 'Nausea', '', '', '', '', '', '
8655, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8655, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
8657, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
8657, 'C0027051', 'Myocardial Infarction', 'C0040822', 'Tremor', '', '', '', '', '', '
8657, 'C0027051', 'Myocardial Infarction', '', '', '', '', 'C0306207', 'Metronidazole Oral Tablet [Flagyl]', '', '
8657, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0018563', 'Hand
8658, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8658, 'C0149931', 'Migraine Disorders', 'C0007859', 'Neck Pain', '', '', '', '', '', '
8658, 'C0149931', 'Migraine Disorders', 'C0231217', 'Multiple symptoms', '', '', '', '', '', '
8658, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8658, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8658, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281592', 'Entire neck
8661, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome', '', '', '', '', '', '', '', '
8661, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome', 'C0231218', 'Malaise', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0016204', 'Flatulence', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0011991', 'Diarrhea', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0596601', 'gastrointestinal gas', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0235309', 'Upset stomach', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0016382', 'Flushing', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0040822', 'Tremor', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', 'C0220870', 'Lightheadedness', '', '', '', '', '', '
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1278920', 'Entire stomach
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015385', 'Limb structure
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0018563', 'Hand
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0006104', 'Brain
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281591', 'Entire face
8664, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0521421', 'Entire ear
8665, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', 'C0020175', 'Hunger', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', 'C1291077', 'Abdominal bloating', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', 'C1446787', 'Cramping sensation quality', '', '', '', '', '', '
8665, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1552158', 'Supernumerary mandibular right central primary incisor
8667, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8667, 'C0149931', 'Migraine Disorders', 'C0557875', 'Tired', '', '', '', '', '', '
8667, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8667, 'C0149931', 'Migraine Disorders', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
8667, 'C0149931', 'Migraine Disorders', '', '', 'C1142085', 'Migraine prophylaxis', '', '', '', '
8667, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1269537', 'Entire brain
8668, 'C3539909', 'Allergic disposition', '', '', '', '', '', '', '', '
8668, 'C3539909', 'Allergic disposition', 'C2957106', 'headache severe', '', '', '', '', '', '
8668, 'C3539909', 'Allergic disposition', 'C0581880', 'Morning headache', '', '', '', '', '', '
8668, 'C3539909', 'Allergic disposition', '', '', '', '', '', '', 'C1281590', 'Entire head
8669, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8669, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
8669, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0006104', 'Brain
8669, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0229090', 'Left eye structure
8670, 'C0009443', 'Common Cold', '', '', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0557875', 'Tired', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0857027', 'Feeling Sick', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0235309', 'Upset stomach', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0231218', 'Malaise', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0018681', 'Headache', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0004604', 'Back Pain', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', 'C0030193', 'Pain', '', '', '', '', '', '
8670, 'C0009443', 'Common Cold', '', '', 'C1883583', 'Yoga', '', '', '', '
8670, 'C0009443', 'Common Cold', '', '', 'C1519433', 'Special Diet Therapy', '', '', '', '
8670, 'C0009443', 'Common Cold', '', '', 'C3275067', 'Cardiac Lead Procedure', '', '', '', '
8670, 'C0009443', 'Common Cold', '', '', '', '', '', '', 'C1281590', 'Entire head
8670, 'C0009443', 'Common Cold', '', '', '', '', '', '', 'C0015392', 'Eye
8671, 'C0154723', 'Migraine with Aura', '', '', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C0557875', 'Tired', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C0015672', 'Fatigue', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C2242996', 'Has tingling sensation', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
8672, 'C0149931', 'Migraine Disorders', 'C0302539', 'spells8672, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
8672, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0037949', 'Vertebral column
8673, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8673, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
8673, 'C0149931', 'Migraine Disorders', '', '', 'C0199176', 'Prophylactic treatment', '', '', '', '
8674, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', '', '
8674, 'C0011119', 'Decompression Sickness', 'C0027497', 'Nausea', '', '', '', '', '', '
8674, 'C0011119', 'Decompression Sickness', 'C0018681', 'Headache', '', '', '', '', '', '
8674, 'C0011119', 'Decompression Sickness', 'C0030193', 'Pain', '', '', '', '', '', '
8674, 'C0011119', 'Decompression Sickness', 'C0234233', 'Sore to touch', '', '', '', '', '', '
8674, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C0037303', 'Bone structure of cranium
8674, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C0229090', 'Left eye structure
8674, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C0006104', 'Brain
8674, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C0521421', 'Entire ear
8674, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C0262950', 'Skeletal bone
8675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', 'C0557875', 'Tired', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', 'C0231218', 'Malaise', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', 'C0015672', 'Fatigue', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', 'C0221100', 'Hangover from any Alcohol or Other Drugs substance', '', '', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
8675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
8675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0006104', 'Brain
8675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1184743', 'bony process
8675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281591', 'Entire face
8676, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', 'C0159028', 'General symptom', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', 'C0015644', 'Muscular fasciculation', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', 'C0023222', 'Pain in lower limb', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', 'C0241898', 'Generalized fatigue', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', 'C3714552', 'Weakness', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', 'C0751295', 'Memory Loss', '', '', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', '', '', 'C1533685', 'Injection procedure', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8676, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
8676, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0018563', 'Hand
8676, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0016504', 'Foot
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0007859', 'Neck Pain', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0234238', 'Ache', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0234250', 'Pain| Referred', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0221170', 'Muscular stiffness', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0231218', 'Malaise', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0034642', 'Rales', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0018681', 'Headache', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0151315', 'Neck stiffness', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', 'C0234233', 'Sore to touch', '', '', '', '', '', '
8677, 'C0033893', 'Tension Headache', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C1283707', 'Occipital nerve
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C1281590', 'Entire head
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C1278920', 'Entire stomach
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C0015392', 'Eye
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C0037949', 'Vertebral column
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C0022359', 'Jaw
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C0036270', 'Scalp structure
8677, 'C0033893', 'Tension Headache', '', '', '', '', '', '', 'C1281592', 'Entire neck
8678, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0221423', 'Illness8679, 'C0149931', 'Migraine Disorders', 'C1517205', 'Flare', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0231218', 'Malaise', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0013456', 'Earache', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', 'C0522359', 'Vertigo| Constant', '', '', '', '', '', '
8679, 'C0149931', 'Migraine Disorders', '', '', '', '', 'C0308803', 'dexamethasone injection', '', '
8679, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1289055', 'Entire left ear
8679, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0521421', 'Entire ear
8680, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', '', '
8681, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8681, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8682, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8683, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8683, 'C0149931', 'Migraine Disorders', 'C0234238', 'Ache', '', '', '', '', '', '
8683, 'C0149931', 'Migraine Disorders', 'C0027497', 'Nausea', '', '', '', '', '', '
8683, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8683, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
8683, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
8683, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1280202', 'Entire eye
8683, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281592', 'Entire neck
8684, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8684, 'C0149931', 'Migraine Disorders', 'C0278148', 'Throbbing pain', '', '', '', '', '', '
8684, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
8684, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0018787', 'Heart
8684, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0042449', 'Veins
8684, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281592', 'Entire neck
8685, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8685, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
8686, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8686, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8686, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
8686, 'C0149931', 'Migraine Disorders', '', '', 'C2827774', 'Current Therapy', '', '', '', '
8686, 'C0149931', 'Migraine Disorders', '', '', 'C0024875', 'Massage', '', '', '', '
8686, 'C0149931', 'Migraine Disorders', '', '', 'C0394664', 'Acupuncture procedure', '', '', '', '
8687, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8687, 'C0149931', 'Migraine Disorders', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', 'C0015672', 'Fatigue', '', '', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', '', '', 'C3687832', 'DRUGS', '', '', '', '
8688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
8688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0229967', 'Structure of left half of body
8688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0006104', 'Brain
8689, 'C0019360', 'Herpes zoster disease', '', '', '', '', '', '', '', '
8689, 'C0019360', 'Herpes zoster disease', 'C0015230', 'Exanthema', '', '', '', '', '', '
8689, 'C0019360', 'Herpes zoster disease', 'C0013456', 'Earache', '', '', '', '', '', '
8689, 'C0019360', 'Herpes zoster disease', '', '', '', '', '', '', 'C1279153', 'Entire cheek
8690, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8690, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
8690, 'C0149931', 'Migraine Disorders', 'C0015672', 'Fatigue', '', '', '', '', '', '
8690, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
8690, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8691, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8692, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
8692, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
8692, 'C0149931', 'Migraine Disorders', 'C0015672', 'Fatigue', '', '', '', '', '', '
8692, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
8692, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', '', '', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', 'C0015672', 'Fatigue', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', 'C0012833', 'Dizziness', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', 'C0085636', 'Photophobia', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', 'C0220870', 'Lightheadedness', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', 'C0344232', 'Blurred vision', '', '', '', '', '', '
8698, 'C0004095', 'Asthenopia', '', '', '', '', '', '', 'C1281590', 'Entire head
8703, 'C0002170', 'Alopecia', '', '', '', '', '', '', '', '
8711, 'C0152128', 'Drug withdrawal syndrome', '', '', '', '', '', '', '', '
8711, 'C0152128', 'Drug withdrawal syndrome', 'C0027497', 'Nausea', '', '', '', '', '', '
8711, 'C0152128', 'Drug withdrawal syndrome', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
8711, 'C0152128', 'Drug withdrawal syndrome', '', '', 'C1522704', 'Exercise Pain Management', '', '', '', '
8711, 'C0152128', 'Drug withdrawal syndrome', '', '', '', '', 'C0599396', 'sleeping pill', '', '
8711, 'C0152128', 'Drug withdrawal syndrome', '', '', '', '', 'C3234574', 'Remeron Pill', '', '
8712, 'C0021400', 'Influenza', '', '', '', '', '', '', '', '
8712, 'C0021400', 'Influenza', 'C0857027', 'Feeling Sick', '', '', '', '', '', '
8712, 'C0021400', 'Influenza', 'C0027497', 'Nausea', '', '', '', '', '', '
8712, 'C0021400', 'Influenza', 'C0231218', 'Malaise', '', '', '', '', '', '
8712, 'C0021400', 'Influenza', 'C0233488', 'Feeling despair', '', '', '', '', '', '
8712, 'C0021400', 'Influenza', '', '', 'C3814046', 'PAD Regimen', '', '', '', '
8712, 'C0021400', 'Influenza', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
8712, 'C0021400', 'Influenza', '', '', '', '', '', '', 'C1184743', 'bony process
8714, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8714, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8715, 'C0003123', 'Anorexia', '', '', '', '', '', '', '', '
8715, 'C0003123', 'Anorexia', 'C0011991', 'Diarrhea', '', '', '', '', '', '
8715, 'C0003123', 'Anorexia', 'C0000729', 'Abdominal Cramps', '', '', '', '', '', '
8715, 'C0003123', 'Anorexia', '', '', '', '', '', '', 'C0006104', 'Brain
8718, 'C0175697', 'Van der Woude syndrome', '', '', '', '', '', '', '', '
8718, 'C0175697', 'Van der Woude syndrome', 'C0027497', 'Nausea', '', '', '', '', '', '
8718, 'C0175697', 'Van der Woude syndrome', 'C0231218', 'Malaise', '', '', '', '', '', '
8718, 'C0175697', 'Van der Woude syndrome', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
8718, 'C0175697', 'Van der Woude syndrome', '', '', '', '', '', '', 'C0699819', 'Gut
8719, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8719, 'C0026393', 'Molluscum Contagiosum', 'C0425449', 'Gasping for breath', '', '', '', '', '', '
8719, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0683525', 'treatment options', '', '', '', '
8719, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0441636', 'Surgical shortening - action', '', '', '', '
8719, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8719, 'C0026393', 'Molluscum Contagiosum', '', '', 'C1261381', 'Destructive procedure8719, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0010468', 'Curettage procedure', '', '', '', '
8719, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281591', 'Entire face
8720, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8720, 'C0026393', 'Molluscum Contagiosum', 'C0849852', 'skin bump', '', '', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', 'C0039070', 'Syncope', '', '', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', 'C0848283', 'rundown', '', '', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', 'C0028084', 'Nightmares', '', '', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', '', '', 'C1519433', 'Special Diet Therapy', '', '', '', '
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', 'C0593400', 'Hydrogen Peroxide 10 MG/ML Topical Cream', '', '
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0227936', 'Body of penis
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0034014', 'Bone structure of pubis
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0018494', 'Hair
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0507115', 'Superior segmental bronchus
8721, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1280739', 'Entire penis
8722, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8722, 'C0026393', 'Molluscum Contagiosum', 'C0033774', 'Pruritus', '', '', '', '', '', '
8722, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0042232', 'Vagina
8723, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8723, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8723, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1280733', 'Entire eyebrow
8723, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1280202', 'Entire eye
8723, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0015426', 'Eyelid structure
8723, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281591', 'Entire face
8723, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0028429', 'Nose
8725, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8726, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8726, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0204774', 'Soaking Procedure', '', '', '', '
8726, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', 'C2961685', 'Magnesium Sulfate 1000 MG Oral Granules', '', '
8726, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
8727, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8727, 'C0026393', 'Molluscum Contagiosum', 'C0033774', 'Pruritus', '', '', '', '', '', '
8727, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
